point,brazilian_stocks,fiis,international_equity,fixed_income,crypto,total_return,annualized_return,annualized_volatility,max_drawdown,calmar,hhi,feasible
2453,0.36,0.1,0.18,0.22,0.14,0.9047877923567593,0.23954107252919798,0.12714671851393408,-0.0842376819065278,2.8436332423653186,0.24,True
2454,0.35,0.09,0.22,0.21,0.13,0.9004637268586186,0.23860261371829505,0.1247723620446074,-0.08524839206228985,2.798910430403794,0.24,True
2455,0.35,0.09,0.21,0.22,0.13,0.8963943917199926,0.2377181382226914,0.12393637669758402,-0.08397172514465123,2.830930742618349,0.24,True
2456,0.3,0.1,0.2,0.3,0.1,0.8096621259266772,0.21855811501217004,0.10433101084070698,-0.06759253226629103,3.2334654093314215,0.24,True
2457,0.25,0.15,0.15,0.35,0.1,0.7533997480394437,0.20579951083141812,0.09422255386850209,-0.05519074001902424,3.728877539248052,0.24,True
2458,0.25,0.15,0.25,0.3,0.05,0.6979081920965571,0.19294545418606024,0.08442183172903492,-0.05316080629318287,3.629468167242655,0.24,True
2459,0.15,0.25,0.25,0.3,0.05,0.6286318873024159,0.1764989361484819,0.07332877124354725,-0.047955047174212395,3.6805080288481786,0.24,True
2460,0.31,0.09,0.3,0.17,0.13,0.9141123213332485,0.24155996641105837,0.12726857155809881,-0.0985765734931231,2.4504804524161115,0.24000000000000002,True
2461,0.3,0.09,0.31,0.17,0.13,0.9134237575291355,0.24141110702246538,0.12713973332397918,-0.10026739108547067,2.407673166809336,0.24000000000000002,True
2462,0.31,0.09,0.23,0.27,0.1,0.8291822499459569,0.22292282912549233,0.10823998422130984,-0.07265586509861677,3.068201429064484,0.24000000000000002,True
2463,0.36,0.09,0.2,0.2,0.15,0.9345424382748979,0.24596056615019002,0.13275929148246715,-0.09031390629890335,2.7233963874417935,0.2402,True
2464,0.36,0.09,0.21,0.19,0.15,0.9385943117824587,0.24682964381674566,0.1335545946632103,-0.09156950464734792,2.695544163609216,0.24039999999999997,True
2465,0.36,0.09,0.19,0.21,0.15,0.9304888223653132,0.24508989947359505,0.13198014335754799,-0.08905478047832183,2.75212513193782,0.24039999999999997,True
2466,0.37,0.13,0.21,0.13,0.16,0.9501246027518715,0.2492961430408558,0.13959899631305273,-0.09510880120727505,2.6211679663331373,0.2404,True
2467,0.32,0.09,0.29,0.17,0.13,0.9147867015370208,0.24170572486829722,0.12744729000039143,-0.09688333137301552,2.4948122803260504,0.2404,True
2468,0.29,0.09,0.32,0.17,0.13,0.9127210472759306,0.24125915250893404,0.12706111380207255,-0.10195578935380178,2.3663114575252693,0.2404,True
2469,0.31,0.08,0.23,0.27,0.11,0.8510911270119437,0.22778483835670027,0.11213500204154062,-0.07641414059881446,2.9809252132089576,0.2404,True
2470,0.28,0.09,0.27,0.27,0.09,0.812766203060594,0.21925428091606314,0.10429659564430084,-0.07632674700456077,2.8725746808384485,0.24040000000000003,True
2471,0.31,0.08,0.3,0.16,0.15,0.9539903400662211,0.25012090432889433,0.1356013781738198,-0.10563222521086957,2.3678465906553376,0.2406,True
2472,0.3,0.08,0.31,0.16,0.15,0.9531993589157035,0.24995223581174475,0.135510698167999,-0.10757101019249571,2.323602198812313,0.2406,True
2473,0.36,0.1,0.21,0.2,0.13,0.8981431700779503,0.23809839246671416,0.12538783222524594,-0.08466769568111887,2.8121515597100486,0.2406,True
2474,0.36,0.1,0.2,0.21,0.13,0.8940674943958533,0.23721181515157652,0.12457571099588188,-0.08338738807805712,2.84469654966921,0.2406,True
2475,0.32,0.09,0.24,0.25,0.1,0.837785443314895,0.22483665191088664,0.11051287053545587,-0.07521772260121506,2.9891446342095795,0.2406,True
2476,0.32,0.1,0.24,0.25,0.09,0.8157470708143097,0.21992206636285272,0.10681027411144801,-0.07125162943711905,3.0865549054837857,0.2406,True
2477,0.28,0.08,0.27,0.27,0.1,0.8346334551483885,0.22413617133703068,0.10815225639353933,-0.08024681485976581,2.7930849558168345,0.24060000000000004,True
2478,0.28,0.1,0.27,0.27,0.08,0.7908065800632427,0.21431209331339973,0.10058879157924704,-0.07235315824547595,2.962028175553762,0.24060000000000004,True
2479,0.29,0.09,0.27,0.26,0.09,0.8172738156569563,0.2202638105760859,0.10558475361408515,-0.07682154564120458,2.867213992345704,0.24080000000000001,True
2480,0.29,0.09,0.26,0.27,0.09,0.8132159736819615,0.21935508713595264,0.1045616774991071,-0.07457043898338023,2.941582349875144,0.24080000000000001,True
2481,0.32,0.08,0.29,0.16,0.15,0.9547672693688192,0.25028653212355634,0.13573877983055557,-0.10396363494527472,2.4074430665617292,0.241,True
2482,0.29,0.08,0.32,0.16,0.15,0.9523943630685217,0.24978053204005213,0.1354670163838085,-0.10998137091437643,2.2711167351652057,0.241,True
2483,0.36,0.09,0.22,0.18,0.15,0.9426444394758831,0.24769713753499323,0.13436577088610335,-0.09282159032637272,2.6685293439172724,0.241,True
2484,0.36,0.09,0.18,0.22,0.15,0.9264334674658212,0.24421763869400226,0.13121743354123053,-0.08779211229960038,2.7817719872211564,0.241,True
2485,0.35,0.08,0.22,0.21,0.14,0.9221791851146655,0.24330127404709256,0.12878343086122193,-0.08879168624303346,2.740135753038273,0.241,True
2486,0.35,0.08,0.21,0.22,0.14,0.9181193152690132,0.24242552366243486,0.12795702467798561,-0.0875284561264752,2.769676678772209,0.241,True
2487,0.37,0.11,0.18,0.2,0.14,0.9065431015062004,0.23992162473008882,0.12859646494898883,-0.08493375485859633,2.8248088775720226,0.241,True
2488,0.36,0.1,0.19,0.22,0.13,0.889990157803197,0.236323602870951,0.12378072388750151,-0.08210344080331766,2.8783641776606466,0.241,True
